space_url,venue_url,venue_name,space_name,latitude,longitude,address,nearest_tube_station,max_seated,max_standing,area_in_m2,catering_offered,external_catering_allowed,supervenue,Standing_max,Dining_max,Theatre_max,Boardroom_max,Classroom_max,Cabaret_max,U-Shaped_max,Approved caterers only,BYO alcohol allowed,BYO alcohol not allowed,External catering allowed,External catering not allowed,In-house catering,No in-house catering,Venue doesn’t provide alcohol,Venue provides alcohol,Alcohol licence until 23:00,Corkage fee for BYO alcohol,Buyout fee for external catering,Kitchen facilities available for guests,Complimentary water,Complimentary tea and coffee,Alcohol licence until 23:00 (extension available),Halal menu,Kosher menu,Extensive vegan menu,Extensive gluten-free menu,Alcohol licence until 1:30,Alcohol licence until 1:00,Alcohol licence until 0:00,Alcohol licence until 1:00 (extension available),Alcohol licence until 5:00 (extension available),Alcohol licence until 3:00 (extension available),Alcohol licence until 0:00 (extension available),Alcohol licence until 2:00 (extension available),Alcohol licence until 22:30,Alcohol licence until 22:00,Alcohol licence until 2:00,Alcohol licence until 22:30 (extension available),Alcohol licence until 3:00,Alcohol licence until 0:30 (extension available),Alcohol licence until 4:00,Alcohol licence until 23:30,Alcohol licence until 23:30 (extension available),Alcohol licence until 21:30,Alcohol licence until 4:00 (extension available),Alcohol licence until 2:30,Alcohol licence until 0:30,Alcohol licence until 22:00 (extension available),Alcohol licence until 5:00,Alcohol licence until 21:00 (extension available),Alcohol licence until 2:30 (extension available),Alcohol licence until 21:00,Alcohol licence until 1:30 (extension available),Wi-Fi,Projector,Flipchart,Natural light,Flatscreen TV,Whiteboard,Conference call facilities,Air conditioning,Storage space,Accommodation available,Parking available,Own music allowed,Bring your own DJ,PA system / music speakers available,Wheelchair accessible,Promoted / ticketed events,Loud music / events,Wedding licence,Temporary event notices (TENs) available,Paid parking facilities available nearby,Disabled access toilets,Ground level,Lift to all floors,Free parking is available on-site
https://www.tagvenue.com/rooms/london/19171/the-golden-hinde/entire-ship,https://www.tagvenue.com/venues/london/2034/the-golden-hinde,the golden hinde,entire ship,51.507013794073,-0.090455959930409,"St Mary Overie Dock, Cathedral Street, London, SE1 9DE",London Bridge Station (350 yd),65,120,129,Venue doesn’t offer catering,External catering allowed,False,120.0,60.0,30.0,30.0,65.0,,,0,1,0,1,0,0,1,0,1,True,True,False,False,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,False,False,False,False,False,False,False,True,True,True,False,True,False,True,False,,,,,
https://www.tagvenue.com/rooms/london/21285/goodenough-college-events-venue-hire/large-common-room-wgh,https://www.tagvenue.com/venues/london/9456/goodenough-college-events-venue-hire,goodenough college events & venue hire,large common room-wgh,51.524406302273,-0.11732613173828,"Mecklenburgh Square, London House, London, WC1N 2AB",Russell Square Station (600 yd),120,120,135,Venue offers catering,External catering not allowed,False,120.0,,120.0,35.0,35.0,60.0,35.0,0,1,0,0,1,1,0,0,1,,False,,,0.0,0.0,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,False,False,True,False,True,True,False,True,False,True,True,True,True,False,False,,,,,
https://www.tagvenue.com/rooms/london/1044/gracepoint/whole-building,https://www.tagvenue.com/venues/london/410/gracepoint,gracepoint,whole building,51.540573355464,-0.096280013403202,"161-169 Essex Road, Islington, London, N1 2SN",Highbury & Islington Station (900 yd),1160,0,1561,Venue offers catering,External catering not allowed,False,,,1160.0,,,,,1,0,1,0,1,1,0,1,0,,,,,0.0,0.0,,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,False,False,True,False,False,False,True,False,True,True,True,True,True,True,,,,,
https://www.tagvenue.com/rooms/london/4056/aquilla-health-and-fitness/studio,https://www.tagvenue.com/venues/london/1635/aquilla-health-and-fitness,aquilla health and fitness,studio ,51.4957654,-0.170124,"11 Thurloe Place, London, SW7 2RS",South Kensington Station (400 yd),0,12,35,Venue doesn’t offer catering,External catering not allowed,False,12.0,,,,,,,0,0,1,0,1,0,1,1,0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,,,,,
https://www.tagvenue.com/rooms/london/26534/pergola-on-the-wharf/city,https://www.tagvenue.com/venues/london/12564/pergola-on-the-wharf,pergola on the wharf,city,51.505429847891,-0.017214038848876,"Crossrail Pl, London, E14 5AR",Poplar Station (250 yd),40,60,50,Venue offers catering,External catering not allowed,False,60.0,40.0,,,,,,0,0,1,0,1,1,0,0,1,,,,,0.0,0.0,,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,True,False,False,False,True,False,False,,False,False,True,True,False,False,False,True,True,True,,,
https://www.tagvenue.com/rooms/london/37409/woods-silver-fleet/silver-sturgeon,https://www.tagvenue.com/venues/london/17695/woods-silver-fleet,woods silver fleet,silver sturgeon,51.5093247,-0.1186269,"Woods Quay, Victoria Embankment, London, WC2N 6AY",Embankment Station (400 yd),440,550,550,Venue offers catering,External catering not allowed,False,550.0,440.0,200.0,,,112.0,,0,0,1,0,1,1,0,0,1,,,,,0.0,0.0,,True,False,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,False,True,True,False,False,True,True,True,True,False,False,False,False,,True,True,,
https://www.tagvenue.com/rooms/london/4608/prince-philip-house/al-qasimi-and-era-foundation,https://www.tagvenue.com/venues/london/1900/prince-philip-house,prince philip house,al qasimi and era foundation,51.505914543732,-0.13324296322935,"3 Carlton House Terrace, London, SW1Y 5DG",Piccadilly Circus Station (550 yd),170,200,90,Venue offers catering,External catering not allowed,False,200.0,120.0,170.0,50.0,70.0,90.0,150.0,0,0,1,0,1,1,0,0,1,,,,,0.0,0.0,True,True,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,False,False,True,True,False,False,False,True,True,True,True,False,False,True,True,,True,,True,
https://www.tagvenue.com/rooms/london/21485/salters-hall/dining-room,https://www.tagvenue.com/venues/london/6806/salters-hall,salters’ hall,dining room,51.518150192247,-0.092069506645203,"London Wall Place, London, EC2M 5NT",Moorgate Station (250 yd),30,0,32,Venue offers catering,External catering not allowed,False,,20.0,30.0,20.0,,,,0,0,1,0,1,1,0,0,1,,,,,0.0,0.0,,True,True,True,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,,,,
https://www.tagvenue.com/rooms/london/1097/london-transport-museum/cubic-theatre-foyer,https://www.tagvenue.com/venues/london/429/london-transport-museum,london transport museum,cubic theatre & foyer,51.512016566584,-0.1218049994751,"39 Wellington Street, Covent Garden, London, WC2E 7BB",Covent Garden Station (250 yd),121,80,400,Venue offers catering,External catering not allowed,False,80.0,,121.0,20.0,20.0,,15.0,1,0,1,0,1,1,0,0,1,,,,,0.0,0.0,,False,False,False,False,,,,True,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,False,True,True,True,False,False,True,False,True,True,False,False,False,False,,True,,True,
https://www.tagvenue.com/rooms/london/1151/south-place-hotel/solo,https://www.tagvenue.com/venues/london/453/south-place-hotel,south place hotel,solo,51.51877966514,-0.08626515026242,"3 South Place, Moorgate,  London , EC2M 2AF",Moorgate Station (250 yd),20,0,37,Venue offers catering,External catering not allowed,False,,20.0,,20.0,,,,0,0,1,0,1,1,0,0,1,,,,,0.0,0.0,,True,False,True,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,True,False,True,True,True,False,True,True,True,True,,True,False,True,True,False,False,True,False,True,,,True,
https://www.tagvenue.com/rooms/london/7866/salsa-soho/whole-venue,https://www.tagvenue.com/venues/london/4027/salsa-soho,salsa! soho,whole venue,51.513937316921,-0.12952923774719,"Charing Cross Road, 96, London, WC2H 0JG",Tottenham Court Road Station (300 yd),300,375,300,Venue offers catering,External catering not allowed,False,375.0,300.0,60.0,40.0,,40.0,,0,0,1,0,1,1,0,0,1,,,,,1.0,0.0,,False,False,False,False,,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,True,False,False,True,False,False,False,True,True,True,True,False,True,False,True,,True,,,
https://www.tagvenue.com/rooms/london/14521/gaucho-o2-arena/balcony,https://www.tagvenue.com/venues/london/6513/gaucho-o2-arena,gaucho o2 arena,balcony,51.502057714663,0.0037550926208496,"Peninsula Square, London, SE10 0DX",North Greenwich Station (250 yd),60,80,110,Venue offers catering,External catering not allowed,False,80.0,60.0,60.0,35.0,,,35.0,0,1,0,0,1,1,0,0,1,,False,,,0.0,0.0,,False,False,True,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,True,False,False,True,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,True,,,,
https://www.tagvenue.com/rooms/london/33708/barrio-shoreditch/full-tropical-yard-hire,https://www.tagvenue.com/venues/london/269/barrio-shoreditch,barrio shoreditch,full tropical yard hire,51.525996398865,-0.078228153967302,"141-143 Shoreditch High Street, London , E1 6JE",Old Street Station (750 yd),130,200,150,Venue offers catering,External catering not allowed,False,200.0,130.0,,,,,,0,0,1,0,1,1,0,0,1,,,,,1.0,0.0,,False,False,False,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,,True,,,
https://www.tagvenue.com/rooms/london/21370/wellcome-collection/franks-and-steel-room,https://www.tagvenue.com/venues/london/9478/wellcome-collection,wellcome collection,franks and steel room,51.52616990165,-0.13414529206544,"Euston Road, 183, London, NW1 2BE",Euston Square Station (150 yd),80,120,139,Venue offers catering,External catering not allowed,False,120.0,60.0,80.0,54.0,60.0,60.0,48.0,0,0,1,0,1,1,0,0,1,,,,,0.0,0.0,,True,True,True,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,True,False,False,False,,,,True,
https://www.tagvenue.com/rooms/london/927/congress-centre/invision-suite-4,https://www.tagvenue.com/venues/london/334/congress-centre,congress centre,invision suite 4,51.5172747,-0.1284724,"28 Great Russell Street, London, WC1B 3LS",Tottenham Court Road Station (250 yd),36,45,46,Venue offers catering,External catering not allowed,False,45.0,,36.0,18.0,18.0,16.0,16.0,0,0,1,0,1,1,0,1,0,,,,,1.0,0.0,,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,False,False,False,True,False,True,True,True,False,False,False,,,,,
https://www.tagvenue.com/rooms/london/13085/flemings-mayfair/the-drawing-room,https://www.tagvenue.com/venues/london/5835/flemings-mayfair,flemings mayfair,the drawing room,51.506385213418,-0.14524698257446,"Half Moon Street, 7-12, London, W1J 7BH",Green Park Station (200 yd),24,50,50,Venue offers catering,External catering not allowed,False,50.0,24.0,,,,,,0,1,0,0,1,1,0,0,1,True,True,,,0.0,0.0,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,True,True,True,True,True,False,True,,False,False,True,True,False,False,False,False,True,,,True,
https://www.tagvenue.com/rooms/london/13764/huckster/subway-east,https://www.tagvenue.com/venues/london/3528/huckster,huckster,subway east,51.519316842784,-0.18250286579132,"Kingdom Street, 4, London, W2 6BD",Royal Oak Station (450 yd),16,22,32,Venue offers catering,External catering not allowed,False,22.0,16.0,,,,,,0,0,1,0,1,1,0,0,1,True,,,,1.0,0.0,,False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,False,,True,False,False,True,False,True,False,True,,,,,True
https://www.tagvenue.com/rooms/london/26597/london-lighthouse-gallery-studio/combined-space,https://www.tagvenue.com/venues/london/12505/london-lighthouse-gallery-studio,london lighthouse gallery & studio,combined space ,51.5126282,0.0061456,"London Lighthouse Gallery & Studio, Unit 11, 18 Lyell Street, London City Island, London, E14 0SZ",Canning Town Station (250 yd),80,100,112,Venue doesn’t offer catering,External catering allowed,False,100.0,60.0,80.0,60.0,80.0,60.0,60.0,0,1,0,1,0,0,1,1,0,,False,False,False,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,True,False,False,True,False,False,,True,True,True,True,True,False,False,False,True,True,True,,
https://www.tagvenue.com/rooms/london/29060/belsize-park/luxury-apartment,https://www.tagvenue.com/venues/london/13904/belsize-park,belsize park,luxury apartment,51.5459667,-0.174705,"Belsize Park, 53, London, NW3 4EE",Swiss Cottage Station (350 yd),10,15,111,Venue doesn’t offer catering,External catering allowed,False,15.0,10.0,,10.0,,,,0,1,0,1,0,0,1,1,0,,False,False,True,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,True,True,False,False,False,True,True,,True,False,True,False,False,False,False,False,True,,,,
https://www.tagvenue.com/rooms/london/18856/linden-house/commodores-room,https://www.tagvenue.com/venues/london/8378/linden-house,linden house,commodore's room,51.490584181202,-0.23885473608971,"Upper Mall, Hammersmith, 60, London, W6 9TA",Ravenscourt Park Station (500 yd),24,32,32,Venue offers catering,External catering not allowed,False,32.0,24.0,20.0,15.0,15.0,,,0,0,1,0,1,1,0,0,1,True,,,,1.0,0.0,,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,True,True,False,False,False,False,False,,True,False,True,True,False,False,False,True,,,,,True
https://www.tagvenue.com/rooms/london/4017/one-birdcage-walk/david-napier,https://www.tagvenue.com/venues/london/1610/one-birdcage-walk,one birdcage walk,david napier,51.5012022,-0.1299811,"1 Birdcage Walk, Westminster, London, SW1H 9jj",St. James's Park Station (400 yd),12,12,62,Venue offers catering,External catering not allowed,False,12.0,8.0,12.0,8.0,6.0,,,0,0,1,0,1,1,0,1,0,,,,,0.0,0.0,,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,,,,True,
https://www.tagvenue.com/rooms/london/15943/doubletree-by-hilton-hotel-ealing/townshend-suite,https://www.tagvenue.com/venues/london/6651/doubletree-by-hilton-hotel-ealing,"doubletree by hilton hotel, ealing",townshend suite,51.511747269015,-0.290687084198,"Hanger Lane, 2-8, London, W5 3HN",Ealing Common Station (300 yd),20,14,26,Venue offers catering,External catering allowed,False,14.0,20.0,20.0,10.0,10.0,,10.0,0,0,1,1,0,1,0,0,1,True,,False,True,0.0,0.0,,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,False,True,False,True,,False,False,False,True,False,False,False,False,,,,,True
https://www.tagvenue.com/rooms/london/11752/national-army-museum/cafe,https://www.tagvenue.com/venues/london/5472/national-army-museum-1,national army museum,cafe ,51.486417192805,-0.16014933586121,"Royal Hospital Road, London, SW3 4HT",Sloane Square Station (800 yd),80,120,272,Venue offers catering,External catering not allowed,False,120.0,80.0,,,,80.0,,1,0,1,0,1,1,0,0,1,True,,,,1.0,0.0,,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,,,,,
https://www.tagvenue.com/rooms/london/20032/hoppers-kings-cross/coat-of-arms,https://www.tagvenue.com/venues/london/9001/hoppers-king-s-cross,hoppers king's cross,coat of arms,51.5342335,-0.1256028,"Unit 3, 4 Pancras Square, London, N1C 4AG",King's Cross St. Pancras Station (500 yd),74,80,80,Venue offers catering,External catering not allowed,False,80.0,74.0,,,,,,0,0,1,0,1,1,0,1,0,,,,,1.0,0.0,,True,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,,,,,
https://www.tagvenue.com/rooms/london/17942/rich-mix/screen-1,https://www.tagvenue.com/venues/london/2844/rich-mix,rich mix,screen 1,51.524255497977,-0.073090185774959,"Bethnal Green Road, 35-47 , London, E1 6LA",Shoreditch High Street Station (250 yd),66,0,200,Venue offers catering,External catering allowed,False,,,66.0,,,,,0,1,0,1,0,1,0,0,1,,False,True,False,1.0,0.0,,True,True,True,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,True,True,False,False,True,False,False,False,True,False,True,True,True,True,True,True,,,,True,
https://www.tagvenue.com/rooms/london/6398/st-bride-foundation/farringdon-room,https://www.tagvenue.com/venues/london/2737/st-bride-foundation,st bride foundation,farringdon room ,51.513528385785,-0.10520945061683,"14 Bride Lane, London, EC4Y 8EQ",Blackfriars Station (300 yd),60,60,55,Venue offers catering,External catering not allowed,False,60.0,,60.0,25.0,18.0,32.0,25.0,1,1,0,0,1,1,0,0,1,,False,,,1.0,0.0,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,False,False,True,True,False,False,False,True,False,True,True,True,True,True,True,,,,,
https://www.tagvenue.com/rooms/london/3981/apiary-studios/studio-3,https://www.tagvenue.com/venues/london/1587/apiary-studios,apiary studios,studio 3,51.532336050886,-0.059019430688522,"458 Hackney Road, London, E2 9EG",Bethnal Green Station (700 yd),40,40,63,Venue doesn’t offer catering,External catering allowed,False,40.0,40.0,,,,,,0,1,0,1,0,0,1,0,1,,False,False,True,1.0,0.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,True,False,False,True,False,False,False,False,False,False,,False,False,False,False,True,True,True,True,,,,,True
https://www.tagvenue.com/rooms/london/11351/near-far-camden/whole-venue,https://www.tagvenue.com/venues/london/5323/near-far-camden,near & far camden,whole venue,51.54308897249,-0.14901280403137,"Chalk Farm Road, 48, London, NW1 8AJ",Chalk Farm Station (400 yd),75,125,2000,Venue offers catering,External catering not allowed,True,125.0,75.0,,,,75.0,,0,0,1,0,1,1,0,0,1,,,,,1.0,0.0,,False,False,True,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,True,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,True,False,True,,,,,
https://www.tagvenue.com/rooms/london/11083/one-great-george-street/brunel-room,https://www.tagvenue.com/venues/london/5250/one-great-george-street,one great george street,brunel room,51.501182815439,-0.12887477874756,"One Great George Street, London, SW1P 3AA",Westminster Station (350 yd),100,150,173,Venue offers catering,External catering not allowed,False,150.0,80.0,100.0,48.0,,56.0,40.0,1,0,1,0,1,1,0,0,1,,,,,1.0,0.0,True,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,True,True,True,False,,,,,
https://www.tagvenue.com/rooms/london/31754/the-mayor-of-scaredy-cat-town/entire-venue,https://www.tagvenue.com/venues/london/15075/the-mayor-of-scaredy-cat-town,the mayor of scaredy cat town,entire venue,51.5183722,-0.0787715,"Artillery Lane, 12-16, London, E1 7LS",Liverpool Street Station (350 yd),40,60,9,Venue offers catering,External catering not allowed,False,60.0,40.0,,,,,,0,0,1,0,1,1,0,0,1,,,,,1.0,0.0,,False,False,True,False,,,,,,,True,,,,,,,,,,,,,,,,,,,,,True,False,True,False,False,False,False,True,True,False,,True,False,True,False,False,True,False,True,True,,,,
https://www.tagvenue.com/rooms/london/17633/bfi-southbank/studio-auditorium,https://www.tagvenue.com/venues/london/6645/bfi-southbank,bfi southbank,studio auditorium,51.506926121865,-0.11514186859131,"Belvedere Road, London, SE1 8XT",Waterloo Station (450 yd),38,0,32,Venue offers catering,External catering not allowed,False,,,38.0,,,,,0,0,1,0,1,1,0,0,1,,,,,0.0,0.0,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,,,,,
https://www.tagvenue.com/rooms/london/24133/battersea-spanish/verdemar,https://www.tagvenue.com/venues/london/1528/battersea-spanish,battersea spanish,verdemar,51.474448184396,-0.15234835095214,"Battersea Park Road, 263-265, London, SW11 4NE",,20,30,40,Venue offers catering,External catering not allowed,False,30.0,,20.0,,20.0,,,0,0,1,0,1,1,0,0,1,True,,,,0.0,0.0,,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,True,True,True,False,False,False,False,,True,True,True,True,True,True,False,True,True,True,,True,True
https://www.tagvenue.com/rooms/london/14502/como-metropolitan-london/gridiron-by-como,https://www.tagvenue.com/venues/london/4206/como-metropolitan-london,como metropolitan london,gridiron by como ,51.504972577835,-0.14989407241956,"Old Park Lane, 19, London, W1K 1LB",Hyde Park Corner Station (350 yd),55,100,100,Venue offers catering,External catering not allowed,False,100.0,55.0,,,,,,0,0,1,0,1,1,0,0,1,,,,,0.0,0.0,,True,True,True,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,True,True,True,True,False,False,False,True,True,True,False,False,False,False,True,False,True,False,False,,,,,
https://www.tagvenue.com/rooms/london/12651/loscar-london/the-committee-room,https://www.tagvenue.com/venues/london/5820/l-oscar-london,l'oscar london,the committee room,51.517914855684,-0.12044459581375,"2-6 Southampton Row, London, WC1B 4AA",Holborn Station (100 yd),26,50,76,Venue offers catering,External catering not allowed,False,50.0,26.0,,26.0,,,,0,0,1,0,1,1,0,0,1,,,,,0.0,0.0,,False,False,False,False,,,,,,,,True,,,,,,,,,,,,,,,,,,,,True,True,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,,,,,
https://www.tagvenue.com/rooms/london/17279/york-albany/on-the-pass,https://www.tagvenue.com/venues/london/7692/york-albany,york & albany,on the pass,51.536095612136,-0.14651566743851,"Parkway, 127-129, London, NW1 7PS",Camden Town Station (500 yd),26,40,36,Venue offers catering,External catering not allowed,False,40.0,26.0,,,,,,0,0,1,0,1,1,0,0,1,,,,,1.0,0.0,,False,False,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,,,,,
https://www.tagvenue.com/rooms/london/28810/ops-wines/entire-venue,https://www.tagvenue.com/venues/london/13774/ops-wines,ops wines,entire venue,51.4985401,-0.0731251,"Druid Street, 128, London, SE1 2HH",Bermondsey Station (750 yd),150,150,250,Venue offers catering,External catering allowed,False,150.0,150.0,,35.0,70.0,40.0,40.0,0,0,1,1,0,1,0,0,1,,,True,False,1.0,0.0,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,True,False,False,False,False,True,False,,True,True,True,True,True,False,False,False,True,True,True,,
https://www.tagvenue.com/rooms/london/1839/davys-at-plantation-place/alcove,https://www.tagvenue.com/venues/london/701/davy-s-at-plantation-place,davys at plantation place,alcove,51.510621889355,-0.081870097483829,"Unit 8 Plantation Place, Mincing Lane, London, EC3R 7BD",Tower Hill Station (450 yd),6,0,10,Venue offers catering,External catering not allowed,False,,6.0,,,,,,0,0,1,0,1,1,0,0,1,,,,,0.0,0.0,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,,,,,
https://www.tagvenue.com/rooms/london/2200/radici/whole-venue,https://www.tagvenue.com/venues/london/834/radici,radici,whole venue,51.539744364968,-0.10300317605743,"30 Almeida Street, London, N1 1AD",Highbury & Islington Station (800 yd),120,150,150,Venue offers catering,External catering not allowed,False,150.0,120.0,,,,,,0,0,1,0,1,1,0,1,0,,,,,0.0,0.0,,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,
https://www.tagvenue.com/rooms/london/21717/great-guns-social/bunker,https://www.tagvenue.com/venues/london/3482/great-guns-social,great guns social,bunker,51.501854210634,-0.097954316532893,"Southwark Bridge Road, 96, London, SE1 0EF",Borough Station (350 yd),10,0,160,Venue offers catering,External catering not allowed,False,,10.0,,10.0,10.0,,,1,0,1,0,1,1,0,0,1,,,,,1.0,1.0,True,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,True,True,True,True,False,True,False,False,True,False,False,False,True,True,False,False,,,,,
https://www.tagvenue.com/rooms/london/3212/dirty-martini-st-pauls/the-blue-room,https://www.tagvenue.com/venues/london/1065/dirty-martini-st-paul-s,dirty martini st. paul's,the blue room,51.51457026035,-0.094673638623021,"130 Wood Street, London, EC2V 6DL",St. Paul's Station (250 yd),0,50,45,Venue offers catering,External catering not allowed,True,50.0,,,,,,,0,0,1,0,1,1,0,0,1,,,,,1.0,0.0,,False,False,False,False,,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,,,,
https://www.tagvenue.com/rooms/london/6058/bakers-hall/print-room,https://www.tagvenue.com/venues/london/2695/bakers-hall,bakers' hall,print room ,51.5094172,-0.0815437,"9 Harp Lane, London, EC3R 6DP",Tower Hill Station (400 yd),6,8,12,Venue offers catering,External catering not allowed,False,8.0,6.0,,6.0,,,,1,1,0,0,1,0,1,0,1,,True,,,1.0,0.0,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,False,False,False,False,True,False,True,True,True,False,False,True,,,,,
https://www.tagvenue.com/rooms/london/26894/spiritland-royal-festival-hall/semi-private-bar,https://www.tagvenue.com/venues/london/5729/spiritland-royal-festival-hall,spiritland royal festival hall,semi-private bar ,51.50560055086,-0.11626303195953,"Belvedere Road, London, SE1 8XX",Waterloo Station (350 yd),0,20,20,Venue offers catering,External catering allowed,False,20.0,,,,,,,0,0,1,1,0,1,0,0,1,,,True,True,1.0,0.0,,True,True,True,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,,True,True,,
https://www.tagvenue.com/rooms/london/29762/wallacespace-st-pancras/rudder,https://www.tagvenue.com/venues/london/11431/wallacespace-st-pancras,wallacespace st pancras,rudder,51.5270168,-0.1289294,"Duke's Road, 22, London, WC1H 9PY",Euston Station (400 yd),16,16,22,Venue offers catering,External catering not allowed,False,16.0,,16.0,10.0,,12.0,,0,1,0,0,1,1,0,1,0,,True,,,1.0,1.0,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,False,,True,False,True,False,True,False,False,True,True,,,,
https://www.tagvenue.com/rooms/london/6684/the-brewery/the-porter-tun,https://www.tagvenue.com/venues/london/3322/the-brewery-1,the brewery,the porter tun,51.520951507802,-0.091591393643171,"The Brewery, 52 Chiswell Street, London, EC1Y4SD",Moorgate Station (400 yd),900,1000,778,Venue offers catering,External catering not allowed,False,1000.0,700.0,900.0,,390.0,500.0,,0,0,1,0,1,1,0,0,1,,,,,1.0,0.0,,True,True,False,False,,,,True,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,False,False,True,False,,,,,
https://www.tagvenue.com/rooms/london/18279/hudson-house/meeting-room-2,https://www.tagvenue.com/venues/london/8196/hudson-house,hudson house,meeting room 2,51.511493537147,-0.12145042419434,"Tavistock Street, 8, London, WC2E 7PP",Covent Garden Station (300 yd),4,0,10,Venue doesn’t offer catering,External catering allowed,False,,,,4.0,,,,0,0,1,1,0,0,1,0,1,True,,False,False,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,,,,,
https://www.tagvenue.com/rooms/london/33968/the-luxury-picnic-cafe/entire-venue,https://www.tagvenue.com/venues/london/16037/the-luxury-picnic-cafe,the luxury picnic cafe,entire venue,51.470302299775,-0.17183143131752,"Battersea High Street, 179, London, SW11 3JS",Imperial Wharf Station (900 yd),35,50,36,Venue offers catering,External catering not allowed,False,50.0,24.0,,,,35.0,20.0,0,0,1,0,1,1,0,0,1,True,,,,0.0,0.0,,True,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,True,False,False,False,False,True,False,,True,True,False,True,True,True,True,True,True,True,True,,
