url,venue_name,space_name,latitude,longitude,address,nearest_tube_station,max_seated,max_standing,area_in_m2,catering_offered,external_catering_allowed,supervenue,Boardroom_max,Standing_max,Dining_max,Theatre_max,Cabaret_max,U-Shaped_max,Classroom_max,Approved caterers only,BYO alcohol allowed,BYO alcohol not allowed,External catering allowed,External catering not allowed,In-house catering,No in-house catering,Venue doesn’t provide alcohol,Venue provides alcohol,Buyout fee for external catering,Kitchen facilities available for guests,Complimentary water,Complimentary tea and coffee,Alcohol licence until 03:00 (extension available),Halal menu,Kosher menu,Extensive vegan menu,Extensive gluten-free menu,Alcohol licence until 23:00,Alcohol licence until 23:00 (extension available),Corkage fee for BYO alcohol,Alcohol licence until 01:00 (extension available),Alcohol licence until 00:00 (extension available),Alcohol licence until 04:00,Alcohol licence until 01:00,Alcohol licence until 00:00,Alcohol licence until 02:00 (extension available),Alcohol licence until 03:00,Alcohol licence until 21:30,Alcohol licence until 22:30 (extension available),Alcohol licence until 00:30,Alcohol licence until 02:00,Alcohol licence until 23:30 (extension available),Alcohol licence until 05:00 (extension available),Alcohol licence until 23:30,Alcohol licence until 04:00 (extension available),Alcohol licence until 00:30 (extension available),Alcohol licence until 22:30,Alcohol licence until 05:00,Alcohol licence until 01:30,Alcohol licence until 21:00 (extension available),Alcohol licence until 22:00,Alcohol licence until 22:00 (extension available),Alcohol licence until 02:30,Alcohol licence until 02:30 (extension available),Alcohol licence until 21:00,Wi-Fi,Flatscreen TV,Whiteboard,Natural light,Projector,Flipchart,Conference call facilities,Air conditioning,Storage space,Accommodation available,Parking available,Own music allowed,Bring your own DJ,PA system / music speakers available,Lift to all floors,Wheelchair accessible,Promoted / ticketed events,Loud music / events,Wedding licence,Temporary event notices (TENs) available,Free parking is available on-site,Paid parking facilities available nearby,Disabled access toilets
https://www.tagvenue.com/rooms/london/22452/techspace-aldgate-east/aldgate-east-32-pairing,techspace aldgate east,aldgate east 3.2 (pairing),51.514050021288,-0.070852213474468,"32-38 Leman Street, London, E1 8EW",Aldgate East Station (200 yd),2,0,4,Venue doesn’t offer catering,External catering allowed,False,2.0,,,,,,,0,0,1,1,0,0,1,1,0,False,True,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,,
https://www.tagvenue.com/rooms/london/4947/green-rooms-hotel/the-gallery-3rd-floor,green rooms hotel,the gallery (3rd floor),51.597050338315,-0.11091048587798,"13-27 STATION ROAD , WOOD GREEN , LONDON, N22 6UW",Wood Green Station (150 yd),88,120,111,Venue offers catering,External catering not allowed,False,50.0,120.0,88.0,80.0,8.0,40.0,80.0,1,0,1,0,1,1,0,0,1,,,0.0,0.0,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,True,True,True,False,False,True,True,,True,False,True,,False,True,True,False,False,True,,
https://www.tagvenue.com/rooms/london/18440/148-leadenhall-street/john-taylor,148 leadenhall street,john taylor,51.513469937486,-0.083224251866341,"Leadenhall Street, 148, London, EC3V 4QT",Bank Station (450 yd),10,0,20,Venue doesn’t offer catering,External catering allowed,False,10.0,,,,,,,0,0,1,1,0,0,1,1,0,False,False,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,False,True,False,True,False,False,False,False,False,True,,False,False,False,False,False,,,
https://www.tagvenue.com/rooms/london/419/conway-hall/brockway-room,conway hall,brockway room,51.5197923,-0.118337,"25 Red Lion Square, London, WC1R 4RL",Holborn Station (350 yd),60,60,81,Venue offers catering,External catering not allowed,False,28.0,60.0,40.0,60.0,30.0,,36.0,0,0,1,0,1,1,0,1,0,,,1.0,1.0,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,True,False,False,False,False,False,False,False,False,False,True,,False,False,False,False,False,,,
https://www.tagvenue.com/rooms/london/12387/whyte-brown/terrace,whyte & brown,terrace,51.512505117627,-0.13864070177078,"Whyte & Brown, Unit G2 Kingly Court, London, W1B 5PW",Oxford Circus Station (400 yd),40,50,45,Venue offers catering,External catering allowed,False,,50.0,40.0,,,,,0,0,1,1,0,1,0,0,1,True,False,1.0,0.0,,False,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,True,False,True,False,False,False,False,False,True,False,False,,True,False,False,False,True,,,
https://www.tagvenue.com/rooms/london/713/gridiron-building/meeting-room-1,gridiron building,meeting room 1,51.532233759516,-0.12547940000002,"1 Pancras Square, King's Cross, London, N1C 4AG",King's Cross St. Pancras Station (300 yd),12,0,15,Venue offers catering,External catering allowed,False,12.0,,,,,,,0,0,1,1,0,1,0,1,0,True,False,1.0,0.0,,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,False,True,False,False,False,False,False,True,,False,False,False,False,False,,,
https://www.tagvenue.com/rooms/surrey/1326/sandown-park-racecourse/gold-cup-suite,sandown park racecourse,gold cup suite ,51.372826215522,-0.36029309531261,"Portsmouth Road, Esher, Surrey, KT10 9AJ",,420,420,590,Venue offers catering,External catering not allowed,False,100.0,420.0,360.0,420.0,304.0,80.0,200.0,1,1,0,0,1,1,0,0,1,,,1.0,0.0,,True,False,True,True,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,True,,True,False,True,,True,True,True,True,False,True,,
https://www.tagvenue.com/rooms/london/27799/duke-of-edinburgh/garden-area,duke of edinburgh,garden area,51.463222063025,-0.11997418465576,"Ferndale Road, 204, London, SW9 8AG",Brixton Station (450 yd),0,500,186,Venue offers catering,External catering not allowed,False,,500.0,,,,,,0,0,1,0,1,1,0,0,1,,,0.0,0.0,,False,False,False,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,False,False,False,False,False,,False,False,False,,True,False,False,False,True,,True,True
https://www.tagvenue.com/rooms/london/22467/kimpton-fitzroy-london/moore,kimpton fitzroy london,moore,51.52273750423,-0.12449802327881,"Russell Square, 1-8, London, WC1B 5BE",Russell Square Station (50 yd),6,0,33,Venue offers catering,External catering not allowed,False,6.0,,6.0,,,6.0,,0,1,0,0,1,1,0,0,1,,,1.0,0.0,,True,True,True,True,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,True,True,False,True,,True,True,True,True,False,True,True,False,False,,True,True
https://www.tagvenue.com/rooms/london/18972/magazine-london/space-1,magazine london,space 1,51.501065938317,-0.00083684921264648,"Greenwich Peninsula, Magazine London, London, SE10 0QE",North Greenwich Station (400 yd),900,1750,875,Venue offers catering,External catering not allowed,False,,1750.0,560.0,900.0,392.0,,,1,0,1,0,1,0,1,0,1,,,0.0,0.0,,False,False,False,False,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,True,False,False,True,False,False,False,True,False,False,False,False,False,True,,True,True,False,False,False,,,
https://www.tagvenue.com/rooms/london/387/america-square/walbrook-suite,america square,walbrook suite,51.5110138,-0.0760986,"1 America Square, 17 Crosswall, London, EC3N 2LB",Tower Hill Station (150 yd),90,70,70,Venue offers catering,External catering not allowed,False,35.0,70.0,,90.0,42.0,30.0,35.0,0,0,1,0,1,1,0,1,0,,,1.0,1.0,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,True,True,True,True,True,False,False,False,False,True,,True,False,False,False,False,,,
https://www.tagvenue.com/rooms/london/6776/brewdog-chancery-lane/tank-room,brewdog chancery lane,tank room,51.516627968413,-0.10894535092621,"Plough Place, 1, London, EC4A 1DE",Chancery Lane Station (300 yd),30,50,41,Venue offers catering,External catering not allowed,False,18.0,50.0,30.0,,,8.0,8.0,0,0,1,0,1,1,0,0,1,,,1.0,0.0,,False,False,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,False,True,False,False,False,True,False,True,,True,True,False,False,True,,,
https://www.tagvenue.com/rooms/london/6658/omeara/terrace-mezzanine,omeara,terrace & mezzanine,51.504158072099,-0.09436547772475,"6 O'Meara Street, London, SE1 1TE",Borough Station (400 yd),40,100,50,Venue offers catering,External catering not allowed,False,,100.0,,,,40.0,,1,0,1,0,1,1,0,0,1,,,0.0,0.0,,False,False,False,False,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,,,
https://www.tagvenue.com/rooms/london/19607/east-wintergarden/main-hall,east wintergarden,main hall ,51.502438390761,-0.018839836120605,"Bank Street, 43, London, E14 5NX",Canary Wharf Station (150 yd),600,1000,682,Venue offers catering,External catering not allowed,False,,1000.0,500.0,600.0,350.0,,,1,1,0,0,1,0,1,0,1,,,0.0,0.0,,True,True,True,True,,,False,,True,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,False,,True,True,True,True,True,True,True,True,True,True,,True
https://www.tagvenue.com/rooms/london/836/lloyds-avenue/meeting-room-5,lloyds avenue,meeting room 5,51.5120491,-0.0778132,"3 Lloyd’s Avenue, City of London, London, EC3N 3DS",Tower Hill Station (300 yd),4,0,10,Venue offers catering,External catering allowed,False,4.0,,,,,,,0,0,1,1,0,1,0,1,0,True,False,1.0,0.0,,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,True,False,True,False,False,False,False,False,True,,False,False,False,False,False,,,
https://www.tagvenue.com/rooms/london/27049/public-space-members-style-bar-dining/whole-venue,public space | members-style bar & dining,whole venue,51.51147554878,-0.088507709192664,"Abchurch Yard, 5, London, EC4N 7BA",Cannon Street Station (200 yd),100,200,279,Venue offers catering,External catering not allowed,False,,200.0,100.0,,,,,0,0,1,0,1,1,0,0,1,,,0.0,0.0,,False,False,False,False,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,True,False,False,False,False,False,False,True,True,False,,False,False,True,False,False,,,
https://www.tagvenue.com/rooms/london/25962/hicce/private-dining-room,hicce,private dining room,51.535412755477,-0.12619079577027,"Stable Street, 102, London, N1C 4DR",King's Cross St. Pancras Station (650 yd),24,0,9,Venue offers catering,External catering not allowed,False,24.0,,24.0,,,,,0,0,1,0,1,1,0,0,1,,,0.0,0.0,,False,False,False,False,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,True,False,False,True,False,False,False,True,False,False,,False,False,True,True,True,False,False,False,False,,True,True
https://www.tagvenue.com/rooms/london/18658/16-old-queen-street/benjamin-hall,16 old queen street,benjamin hall ,51.500918171811,-0.13047069311142,"Old Queen Street, 16, London, SW1H 9HP",St. James's Park Station (350 yd),6,0,15,Venue doesn’t offer catering,External catering allowed,False,6.0,,,,,,,0,0,1,1,0,0,1,1,0,False,False,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,True,True,True,False,False,False,False,False,False,,False,False,False,False,False,,,
https://www.tagvenue.com/rooms/london/3760/siorai-bar/private-bar,siorai bar,private bar,51.5610976,-0.1372092,"Junction Road, 114, London, N19 5LB",Tufnell Park Station (550 yd),150,180,150,Venue offers catering,External catering not allowed,False,,180.0,150.0,20.0,80.0,,20.0,0,0,1,0,1,1,0,0,1,,,1.0,0.0,,False,False,False,False,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,True,False,False,True,True,True,False,True,True,False,,True,False,True,,False,True,True,False,True,True,,
https://www.tagvenue.com/rooms/london/4007/one-birdcage-walk/council,one birdcage walk,council,51.5012022,-0.1299811,"1 Birdcage Walk, Westminster, London, SW1H 9jj",St. James's Park Station (400 yd),17,17,80,Venue offers catering,External catering not allowed,False,10.0,17.0,16.0,17.0,16.0,10.0,9.0,0,0,1,0,1,1,0,1,0,,,0.0,0.0,,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,True,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,,,
https://www.tagvenue.com/rooms/london/3677/royal-horticultural-halls-lindley-hall/whole-venue,royal horticultural halls-lindley hall,whole venue,51.494465831863,-0.13437976071316,"80 Vincent Square, Westminster, London, SW1P 2PE",St. James's Park Station (600 yd),480,650,875,Venue offers catering,External catering not allowed,False,,650.0,450.0,480.0,280.0,,,1,1,0,0,1,0,1,0,1,,,0.0,0.0,,True,True,False,False,,,False,,True,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,True,False,True,False,True,False,False,False,True,False,True,,True,True,False,True,True,,,
https://www.tagvenue.com/rooms/london/7879/sway/cocktail-bar,sway,cocktail bar,51.515806786709,-0.12057065963745,"Great Queen Street, 61-65, London, WC2B 5BZ",Holborn Station (250 yd),150,300,220,Venue offers catering,External catering not allowed,False,,300.0,150.0,,,,,1,0,1,0,1,1,0,0,1,,,1.0,0.0,True,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,True,False,True,True,False,False,False,False,True,,False,False,True,False,False,,,
https://www.tagvenue.com/rooms/london/13086/hop-poles/function-room,hop poles,function room ,51.492785266238,-0.22581785917282,"King Street, 17-19, London, W6 9HR",Hammersmith Station (150 yd),40,46,29,Venue offers catering,External catering not allowed,False,25.0,46.0,30.0,40.0,,,,0,0,1,0,1,1,0,0,1,,,1.0,0.0,,False,False,False,False,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,True,False,False,False,False,False,False,True,False,True,,False,False,True,False,False,,,
https://www.tagvenue.com/rooms/london/19609/east-wintergarden/promenade-room,east wintergarden,promenade room ,51.502438390761,-0.018839836120605,"Bank Street, 43, London, E14 5NX",Canary Wharf Station (150 yd),40,50,72,Venue offers catering,External catering not allowed,False,25.0,50.0,,40.0,,,,1,1,0,0,1,0,1,0,1,,,0.0,0.0,,True,True,True,True,,,False,,True,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,False,False,,True,False,True,True,True,True,True,True,False,True,,
https://www.tagvenue.com/rooms/london/26888/munich-cricket-club-canary-wharf/lower-ground-floor,munich cricket club canary wharf,lower ground floor,51.507814518147,-0.023309616550249,"Hertsmere Road, London, E14 4AE",Westferry Station (300 yd),100,150,350,Venue offers catering,External catering not allowed,False,,150.0,100.0,,,,,0,0,1,0,1,1,0,0,1,,,1.0,0.0,,False,False,False,False,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,False,,False,False,True,,False,False,False,False,False,,True,
https://www.tagvenue.com/rooms/london/21639/scale-space/boardroom,scale space,boardroom,51.512438590076,-0.22143336109923,"Wood Lane, 58, London, W12 7RZ",White City Station (250 yd),16,0,33,Venue doesn’t offer catering,External catering allowed,False,16.0,,,,,14.0,14.0,0,0,1,1,0,0,1,1,0,False,True,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,False,False,False,False,False,False,,True,False,False,False,False,,,
https://www.tagvenue.com/rooms/london/24331/aseptic-studios/studio,aseptic studios,studio ,51.585382808567,-0.061153986930846,"416 The archives Unit 10 Highcross centre, London, N15 4BE",Tottenham Hale Station (350 yd),0,5,30,Venue doesn’t offer catering,External catering not allowed,False,,5.0,,,,,,0,0,1,0,1,0,1,1,0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,True,True,False,False,False,False,False,,True,False,False,True,True,False,False,False,False,,True,True
https://www.tagvenue.com/rooms/london/5343/the-piano-works-west-end/singeasy-room,the piano works west end,singeasy room,51.509960386859,-0.13125840793464,"47 Whitcomb Street, London, WC2H 7DH",Piccadilly Circus Station (250 yd),65,80,186,Venue offers catering,External catering not allowed,False,,80.0,40.0,65.0,50.0,,,0,0,1,0,1,1,0,0,1,,,0.0,0.0,,False,False,False,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,True,True,False,False,True,False,False,True,False,False,False,True,False,True,,True,True,True,False,False,,,
https://www.tagvenue.com/rooms/london/3176/dirty-martini-st-pauls/the-martini-den,dirty martini st. paul's,the martini den,51.51457026035,-0.094673638623021,"130 Wood Street, London, EC2V 6DL",St. Paul's Station (250 yd),0,40,40,Venue offers catering,External catering not allowed,False,,40.0,,,,,,0,0,1,0,1,1,0,0,1,,,1.0,0.0,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,,False,False,True,False,False,,,
https://www.tagvenue.com/rooms/london/14250/st-pancras-meetings-events/cloud,st. pancras meetings & events,cloud,51.529177934861,-0.12328505516052,"Derbyshire House, St Chad's St, Kings Cross, London, London, WC1H 8AG",King's Cross St. Pancras Station (200 yd),12,0,20,Venue offers catering,External catering not allowed,False,12.0,,,,,9.0,,0,0,1,0,1,1,0,0,1,,,1.0,1.0,,True,False,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,True,True,True,False,True,False,False,False,True,,True,True,True,False,True,,,
https://www.tagvenue.com/rooms/london/4558/white-collar-factory/meeting-room-7,white collar factory,meeting room 7,51.525204716456,-0.088014718424233,"1 OLD STREET YARD, London, EC1Y 8AF",Old Street Station (100 yd),10,0,20,Venue offers catering,External catering allowed,False,10.0,,10.0,,,,,0,0,1,1,0,1,0,1,0,True,False,0.0,0.0,,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,,,
https://www.tagvenue.com/rooms/walton-on-thames/24764/burhill-golf-club/exclusive-use,burhill golf club,exclusive use,51.5075,-0.128,"Burwood Road, Walton-on-Thames, KT12 4BX",Charing Cross Station (300 yd),108,140,150,Venue offers catering,External catering not allowed,False,,140.0,108.0,50.0,,,,0,0,1,0,1,1,0,0,1,,,0.0,0.0,,False,False,False,False,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,False,False,True,False,False,False,False,False,False,,False,False,True,,True,False,False,True,False,True,,
https://www.tagvenue.com/rooms/london/26456/odeon-luxe-holloway/screen-3,odeon luxe holloway,screen 3,51.5586397,-0.1214895,"419-427 Holloway Rd, London, N7 6LJ",Holloway Road Station (1000 yd),33,0,200,Venue offers catering,External catering not allowed,False,,,,33.0,,,,1,0,1,0,1,0,1,1,0,,,0.0,0.0,,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,False,True,False,False,True,False,False,False,True,False,True,True,True,False,False,False,False,,,
https://www.tagvenue.com/rooms/london/18101/long-arm-pub-micro-brewery/whole-venue,long arm pub & micro- brewery,whole venue,51.522042248967,-0.085551738739014,"Worship Street, London, EC2A2DX",Old Street Station (500 yd),200,200,232,Venue offers catering,External catering not allowed,False,,200.0,200.0,,,,,0,0,1,0,1,1,0,0,1,,,0.0,0.0,,False,False,True,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,True,False,False,True,True,False,False,True,False,False,False,True,False,False,,True,False,False,False,True,,,
https://www.tagvenue.com/rooms/london/14405/social-pantry-cafe/whole-venue,social pantry cafe,whole venue,51.4647017,-0.1615126,"Lavender Hill, 170A, London, SW11 5TG",Clapham Junction Station (600 yd),28,45,672,Venue offers catering,External catering allowed,False,28.0,45.0,28.0,28.0,26.0,28.0,28.0,0,1,0,1,0,1,0,0,1,True,True,1.0,0.0,,True,True,True,True,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,True,False,False,False,True,True,False,False,True,False,False,,True,True,True,False,True,,,
https://www.tagvenue.com/rooms/london/6499/the-counting-house/club-room,the counting house,club room,51.5131916,-0.0849856,"50 Cornhill, London, EC3V 3PD",Bank Station (300 yd),8,15,4,Venue offers catering,External catering not allowed,False,8.0,15.0,,,,,,0,0,1,0,1,1,0,0,1,,,1.0,0.0,,True,False,False,False,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,True,False,True,False,True,False,True,False,True,,True,True,True,False,True,,,
https://www.tagvenue.com/rooms/london/4461/113-chancery-lane/the-vulliamy-lounge,113 chancery lane,the vulliamy lounge,51.514925831661,-0.11142898213961,"The Law Society, 113 Chancery Lane, London, WC2A 1PL",Chancery Lane Station (400 yd),70,120,208,Venue offers catering,External catering allowed,False,,120.0,70.0,,,,,0,0,1,1,0,1,0,0,1,True,False,0.0,0.0,,True,False,True,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,True,False,False,False,True,False,False,False,True,False,False,,False,False,False,False,False,,,
https://www.tagvenue.com/rooms/london/3326/london-dance-academy/bollywood-dance,london dance academy,bollywood dance ,51.52543710162,-0.096669761376916,"The Basement, 49-51 Central Street, London, EC1V 8AB",Barbican Station (650 yd),0,14,65,Venue doesn’t offer catering,External catering allowed,False,,14.0,,,,,,0,0,1,1,0,0,1,1,0,False,False,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,,False,False,False,,False,True,False,False,False,True,,
https://www.tagvenue.com/rooms/london/464/trapeze-bar/mezzanine,trapeze bar,mezzanine,51.525799701341,-0.083153285844446,"89 Great Eastern Street, Shoreditch, London, EC2A 3HX",Old Street Station (350 yd),30,64,45,Venue offers catering,External catering not allowed,False,30.0,64.0,30.0,30.0,20.0,20.0,15.0,0,0,1,0,1,1,0,0,1,,,1.0,0.0,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,True,False,True,False,False,False,True,False,True,,False,False,True,False,True,,,
https://www.tagvenue.com/rooms/london/4074/the-birds/eyrie-room-function-room,the birds,eyrie room (function room),51.5685804,0.011524,"692 High Road, Leytonstone, London, E11 3AA",Leytonstone Station (300 yd),100,130,120,Venue offers catering,External catering not allowed,False,30.0,130.0,70.0,100.0,50.0,50.0,70.0,0,0,1,0,1,1,0,0,1,,,1.0,0.0,,True,False,False,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,True,True,False,False,False,False,False,,True,False,True,,False,False,False,False,True,,True,
https://www.tagvenue.com/rooms/london/4498/bma-house/murrell-barnes-suite,bma house,murrell barnes suite,51.525795322006,-0.12893908783576,"BMA House,  Tavistock Square , London , WC1H 9JP",Euston Station (500 yd),88,100,108,Venue offers catering,External catering allowed,False,38.0,100.0,,88.0,42.0,32.0,34.0,0,0,1,1,0,1,0,0,1,True,False,0.0,0.0,,False,False,True,False,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,False,False,False,False,False,True,,True,False,False,True,False,,,
https://www.tagvenue.com/rooms/london/6134/wardour-street/meeting-room-3,wardour street,meeting room 3,51.5144581055,-0.13479709625244,"151 Wardour Street, London, W1F 8WE",Tottenham Court Road Station (400 yd),8,8,15,Venue offers catering,External catering allowed,False,8.0,8.0,8.0,,,,,0,0,1,1,0,1,0,1,0,True,False,1.0,0.0,,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,False,False,True,False,False,False,False,False,False,,False,False,False,False,False,,,
https://www.tagvenue.com/rooms/london/1739/the-kings-head-members-club/the-polar-bear-room,the king's head members club,the polar bear room,51.535404076853,-0.076999453967346,"257 Kingsland Road , Haggerston, London , E2 8AS",Haggerston Station (450 yd),35,0,25,Venue offers catering,External catering allowed,False,,,35.0,,,,,0,0,1,1,0,1,0,0,1,False,True,0.0,0.0,,True,True,True,False,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False,False,True,False,True,,False,True,False,False,False,,,
https://www.tagvenue.com/rooms/london/20015/oxford-house/settlement-room,oxford house,settlement room ,51.526495699708,-0.06130743068843,"Derbyshire Street, Bethnal Green, London, E2 6HG",Bethnal Green Station (500 yd),16,0,20,Venue offers catering,External catering allowed,False,16.0,,,,,,,0,1,0,1,0,1,0,0,1,False,False,0.0,0.0,,True,True,True,False,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,True,False,True,False,False,False,False,False,False,False,False,,True,True,False,False,False,,,
https://www.tagvenue.com/rooms/london/1358/grand-ballroom-at-the-montcalm/grand-ballroom,grand ballroom at the montcalm,grand ballroom,51.515058976651,-0.15938613624576,"2 Wallenberg PLace, Marble Arch, London, W1H 7TN",Marble Arch Station (200 yd),450,500,400,Venue offers catering,External catering not allowed,False,,500.0,350.0,450.0,320.0,,235.0,1,1,0,0,1,1,0,1,0,,,0.0,0.0,,True,True,True,True,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,False,True,False,False,True,False,True,,True,False,True,,False,False,False,False,False,True,,
https://www.tagvenue.com/rooms/london/27820/agdon-house/agdon-house,agdon house,agdon house,51.525842034974,-0.10369829203071,"Agdon Street, 25, London, EC1V 0AZ",Farringdon Station (700 yd),40,80,167,Venue offers catering,External catering not allowed,False,30.0,80.0,40.0,30.0,30.0,30.0,30.0,0,1,0,0,1,1,0,0,1,,,1.0,0.0,,True,True,True,True,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,True,False,False,True,False,False,False,True,True,False,,True,True,True,,False,True,False,False,True,,,
https://www.tagvenue.com/rooms/london/6477/the-gun/red-room,the gun,red room,51.501906930897,-0.0078583074096059,"27 Coldharbour, Canary Wharf, London, E14 9NS",Blackwall Station (800 yd),20,25,16,Venue offers catering,External catering not allowed,False,,25.0,20.0,,,,,0,0,1,0,1,1,0,0,1,,,0.0,0.0,,False,False,True,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,False,True,False,False,False,False,False,True,False,True,,True,False,False,False,True,,,
https://www.tagvenue.com/rooms/london/3467/91-wimpole-street/meeting-room-7,91 wimpole street,meeting room 7,51.516404023491,-0.14731413729555,"91 WIMPOLE STREET MARYLEBONE, London, W1G 0EF",Bond Street Station (400 yd),10,0,12,Venue offers catering,External catering allowed,False,10.0,,,,,,,0,0,1,1,0,1,0,0,1,True,False,1.0,0.0,,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,True,False,True,True,False,False,False,False,False,False,False,,False,False,False,False,False,,,
https://www.tagvenue.com/rooms/london/4823/london-marriott-hotel-county-hall/ralph-knott-room,london marriott hotel county hall,ralph knott room,51.500846577008,-0.11919865581967,"London Marriott Hotel County Hall, Westminster Bridge Road, London, SE1 7PB",Westminster Station (450 yd),24,30,47,Venue offers catering,External catering allowed,False,14.0,30.0,20.0,24.0,16.0,15.0,20.0,0,0,1,1,0,1,0,0,1,True,True,1.0,0.0,,True,True,True,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,True,True,False,True,False,True,False,True,False,True,,True,False,True,,True,False,False,True,False,True,,
https://www.tagvenue.com/rooms/london/26316/hld-studio/studio-space,hld studio,studio space,51.5138171,-0.1022658,"Ludgate Hill London, EC4M 7JN, 39, London, EC4M 7JN",Blackfriars Station (300 yd),6,6,340,Venue doesn’t offer catering,External catering allowed,False,,6.0,,,,6.0,,0,1,0,1,0,0,1,1,0,False,False,1.0,1.0,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,,,
https://www.tagvenue.com/rooms/london/7746/phoenix/whole-venue,phoenix,whole venue,51.526274399674,-0.078207850456238,"Shoreditch High Street, 138-139, London, E1 6JE",Old Street Station (750 yd),70,200,100,Venue offers catering,External catering not allowed,False,,200.0,70.0,,,,,0,0,1,0,1,1,0,0,1,,,0.0,0.0,,False,False,False,False,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,False,False,False,True,False,False,False,True,False,False,False,True,False,True,,False,True,True,False,True,,,
